bill-almon	U	Scorpio	U	Baseball	American	U	U	64
rick-james	Straight	Aquarius	U	Singer	American	U	Black	56
fred-strickland	U	Leo	U	Football (American)	American	U	U	U
chita-rivera	U	Aquarius	U	Actress	American	U	Multiracial	84
katerina-prusova	U	Sagittarius	U	Model	Czech	U	White	33
reymond-fuentes	U	Aquarius	U	Baseball	U	U	U	U
lenny-venito	U	Taurus	U	Actor	American	U	White	48
nan-martin	Straight	Cancer	U	Actress	American	U	White	82
terry-jorgensen	U	Virgo	U	Baseball	American	U	U	51
patricia-ellis	Straight	Taurus	U	Actress	American	U	White	53
jay-feely	U	Gemini	U	Football (American)	American	U	U	41
mariana-berumen	U	Scorpio	U	Model	Mexican	U	Multiracial	25
vanessa-hessler	Straight	Aquarius	U	Model	Italian	U	White	29
kelly-adams	U	Libra	U	Actress	British	U	White	37
madelynne-myers	U	U	U	Model	American	U	White	U
oakes-fegley	U	U	U	Actor	U	U	U	U
ally-kelly	U	U	U	U	U	U	U	U
kari-ann	Straight	U	U	Model	British	U	White	U
john-mcgiver	Straight	Scorpio	U	Actor	American	U	White	61
sarah-nile	U	Libra	U	Model	Italian	U	White	31
malkoc-sualp	U	U	U	U	U	U	U	U
lisa-vanderpump	U	Virgo	U	Socialite	British	U	White	57
vernon-gholston	U	Gemini	U	Football (American)	American	U	U	U
nate-irving	U	Cancer	U	U	U	U	U	U
thayer-david	Straight	Pisces	U	Actor	American	U	White	51
colleen-moore	Straight	Leo	U	Actress	American	U	White	88
maud-powell	U	Leo	U	U	American	U	U	U
gabriela-spanic	Straight	Sagittarius	Christian	Actress	Venezuelan	U	White	43
prince-michael-ii	Straight	Pisces	Jahovah's Witness	Personality	American	U	Multiracial	15
liliya-may	U	Leo	U	Actress	Australian	U	White	U
lidia-korsakowna	U	Capricorn	U	Actress	Polish	U	White	U
mark-hollis	U	Capricorn	U	U	British	U	U	62
blythe-danner	Straight	Aquarius	U	Actress	American	U	White	74
rusko	U	Aquarius	U	U	British	U	U	32
eve-eden	U	U	U	Actress	British	U	White	U
gladys-glad	U	U	U	U	U	U	U	U
tucker-albrizzi	U	Pisces	U	Actor	American	U	White	17
andy-alleman	U	Scorpio	U	Football (American)	American	U	U	U
angela-gheorghiu	U	Virgo	U	Singer	Romanian	U	U	52
hae-jin-park	U	U	U	Actor	South Korean	U	Asian	U
james-hampton	Straight	Cancer	U	Actor	American	U	White	81
ena-gregory	Straight	U	U	Actress	Australian	U	White	U
lauren-lee-smith	DISPUTED	Gemini	Roman Catholic	Actress	Canadian	U	White	37
fernanda-machado	Straight	Libra	U	Actress	Brazilian	U	White	36
uschi-siebert	Straight	Capricorn	Christian	Actress	German	U	White	U
olesya-senchenko	Straight	Taurus	Russian Orthodox	Model	Russian	U	White	28
doris-hill	Straight	Aries	U	Actress	American	U	White	70
amanda-steele	Straight	Leo	U	Personality	American	U	White	18
margaret-o-brien	Straight	Capricorn	Roman Catholic	Actress	American	U	White	80
lew-temple	Straight	Libra	U	Actor	American	U	White	49
hayley-lewis	U	Pisces	U	Swimming	Australian	U	White	43
esteban-meloni	U	Sagittarius	U	Actor	Argentinean	U	U	40
amy-yip	U	Gemini	U	Actress	Hong Konger	U	Asian	52
marcela-garcia-caballero	U	Virgo	U	Model	Colombian	U	White	U
brandon-thomas-lee	Straight	Gemini	U	Relative	American	U	White	21
amazin-lethi	U	U	Buddhist	TV Personality	American	U	Asian	U
margherita-laterza	Straight	U	U	Actress	Italian	U	White	U
aurela-gace	U	Libra	Eastern Orthodox	Musician	Albanian	U	White	42
maria-mercedes-cuesta	Straight	U	U	TV Personality	Ecuadorean	U	White	U
nicholas-meyer	U	Capricorn	U	Director	American	U	White	71
bernard-smith	Straight	U	U	Business	American	U	Multiracial	U
jason-behr	Straight	Capricorn	U	Actor	American	U	White	43
micheal-spurlock	U	Aquarius	U	Football (American)	American	U	U	U
rick-sutcliffe	U	Gemini	U	Baseball	American	U	U	61
danielle-james	U	Capricorn	U	Actress	American	U	White	U
bradley-nowell	Straight	Pisces	U	Musician	American	U	White	28
stephany-pim	Straight	Taurus	U	Model	Brazilian	U	Multiracial	U
max-charles	U	Leo	U	Actor	American	U	White	14
madeleine-peyroux	U	Capricorn	U	Special Effects	American	U	U	44
brittany-rice	Straight	U	U	Model	American	U	White	U
gokce-ozyol	U	Sagittarius	U	Actor	Turkish	U	U	44
william-kennedy-smith	Straight	Virgo	U	Doctor	American	U	White	57
eldridge-recasner	U	Sagittarius	U	Basketball	American	U	U	U
eliza-cuts	U	U	U	Other	American	U	White	U
byron-maxwell	U	Pisces	U	U	U	U	U	U
cetin-tekindor	Straight	Cancer	U	Actor	Turkish	U	White	72
ana-johnsson	Straight	Libra	U	Singer	Swedish	U	White	39
lucky-luciano	Straight	Sagittarius	Roman Catholic	Criminal	American	U	White	64
miranda-tapsell	U	Gemini	U	Actress	Australian	U	U	U
aba-cercato	U	Taurus	U	TV Personality	Italian	U	White	78
jake-paltrow	U	Libra	U	Director	American	U	White	42
lou-wegner	U	U	U	Actor	American	U	White	U
camille-de-pazzis	Straight	Libra	U	Actress	French	U	White	32
beth-orton	U	Sagittarius	U	Singer	English	U	U	46
thomas-f-wilson	Straight	Aries	Christian	Actor	American	U	White	58
katerina-papoutsaki	Straight	Aquarius	Greek Orthodox	Actress	Greek	U	White	38
james-staley	U	Taurus	U	Actor	American	U	White	69
sarah-marshall	Straight	Gemini	U	Actress	British	U	White	80
michael-michele	Straight	Virgo	U	Actress	American	U	Multiracial	51
ian-whyte	U	Virgo	U	Actor	Welsh	U	White	46
ashton-irwin	Straight	Cancer	Christian	Drummer	Australian	U	White	23
vaumara-rebelo	U	Leo	U	U	U	U	U	26
jim-stafford	U	Capricorn	U	Singer	American	U	White	73
elizabeth-short	Straight	Leo	Christian	Victim	American	U	White	22
george-peppard	Straight	Libra	U	Actor	American	U	White	65
renyel-pinto	U	Cancer	U	Baseball	Venezuelan	U	U	U
camilla-luddington	Straight	Sagittarius	U	Actress	English	U	White	33
melissa-benoist	Straight	Libra	U	Actress	American	U	White	28
tracy-bonham	Straight	Pisces	U	Singer	American	U	White	50
skandar-keynes	Straight	Virgo	Agnostic	Actor	British	U	White	26
diana-zubiri	Straight	Aries	Roman Catholic	Actress	Filipino	U	Asian	32
jackson-rogow	U	Taurus	U	Actor	American	U	White	35
linda-hamilton	Straight	Libra	Eastern Orthodox	Actress	American	U	White	61
apple-somoza	U	U	U	Model (Adult/Glamour)	U	U	U	U
leona-machalkova	U	Gemini	U	Singer	Czech	U	White	U
kemal-ishmael	U	Taurus	U	Football (American)	U	U	U	U
marek-eben	U	Sagittarius	U	Actor	Czech	U	U	U
johnny-knox	U	U	U	U	U	U	U	U
queen-rania	U	Virgo	Muslim	Royalty	Jordanian	U	U	47
bubba-mcdowell	U	Scorpio	U	Football (American)	American	U	U	U
winnie-markus	Straight	Taurus	U	Actress	Czech	U	White	80
damien-chazelle	Straight	Capricorn	U	Film Director	American	U	White	32
bruce-campbell	Straight	Cancer	U	Actor	American	U	White	59
holly-houk	U	U	U	Actress	American	U	White	U
chris-draft	U	Pisces	U	Football (American)	American	U	U	U
courtney	U	Cancer	U	U	American	U	Asian/Indian	40
riker-lynch	Straight	Scorpio	U	Actor	American	U	White	25
guethrun-bjarnadottir	U	Sagittarius	U	Model	Icelander	U	White	U
matreya-fedor	U	Pisces	U	Actress	Canadian	U	White	20
sharam-diniz	Straight	Pisces	Roman Catholic	Model	Portuguese	U	Black	26
tomas-yankelevich	Straight	U	U	Director	Argentinean	U	White	U
tiffany-creech	U	U	U	Model (Adult/Glamour)	U	U	U	U
guilherme-winter	Straight	Virgo	Roman Catholic	Actor	Brazilian	U	Multiracial	38
eva-riccobono	Straight	Aquarius	Roman Catholic	Model	Italian	U	White	34
colin-greenwood	Straight	Cancer	U	Bassist	English	U	White	48
ashlyn-rae	U	Virgo	U	Pornstar	American	U	White	27
ni-ni	U	Leo	U	Actress	Chinese	U	Asian	29
john-karlen	Straight	Gemini	U	Actor	American	U	White	84
ethan-embry	U	Gemini	U	Actor	American	U	White	39
jasmine-villegas	Bisexual	Sagittarius	Christian	Singer	American	U	Multiracial	23
alex-etel	Straight	Virgo	U	Actor	British	U	White	23
katey-sagal	Straight	Capricorn	Jewish	Actress	American	U	White	63
lindsey-jacobellis	Straight	Leo	U	Snowboarding	American	U	White	32
tara-beaulieu	U	U	U	Model	U	U	U	U
gary-keithley	U	Capricorn	U	Football (American)	American	U	U	66
teresa-giudice	Straight	Taurus	Roman Catholic	Reality TV	American	U	U	45
karim-garcia	U	Scorpio	U	Baseball	Mexican	U	U	41
charlotte-carey	Straight	Aries	U	Model	American	U	Multiracial	25
daniella-deutscher	Straight	Libra	Protestant	Actress	American	U	White	41
courtney-love	Bisexual	Cancer	Buddhist	Musician	American	U	White	53
mona-matsuoka	Straight	Aquarius	U	Model	Japanese	U	Multiracial	19
allison-ochmanek	U	U	U	U	U	U	U	U
marelize-robberts	Straight	U	U	Model	Namibian	U	White	U
jack-hedley	U	Scorpio	U	Actor	British	U	White	86
michael-berthold	U	U	U	Actor	American	U	White	U
philipp-karner	U	Cancer	U	U	U	U	U	38
carlos-gonzalez-baseball	U	Libra	U	Baseball	Venezuelan	U	U	31
terrence-long	U	Pisces	U	Baseball	American	U	U	41
harry-meyen	U	Virgo	U	Actor	German	U	U	54
christina-dieckmann	U	Taurus	U	Model	Venezuelan	U	White	40
klaus-schulze	U	Leo	U	U	U	U	U	70
burak-sergen	U	Aquarius	U	Actor	Turkish	U	U	56
keyra-agustina	Straight	U	U	Model (Adult/Glamour)	Argentinean	U	White	U
ant	U	Leo	U	Actor	American	U	White	50
helene-vincent	U	Virgo	U	U	U	U	U	U
davetta-sherwood	Straight	Aquarius	Roman Catholic	Actress	American	U	Multiracial	33
patrick-maroon	Straight	Taurus	U	Ice Hockey	American	U	White	U
nick-foligno	Straight	Scorpio	U	Ice Hockey	American	U	White	29
agnes-dobo	U	Virgo	U	Model	Hungarian	U	White	29
derek-stepan	Straight	Gemini	U	Ice Hockey	American	U	White	27
david-gahan	Straight	Taurus	U	Singer	English	U	White	55
lauren-york-model	U	U	U	Model	American	U	White	U
christine-errath	U	Capricorn	U	Skating	German	U	White	60
p-a-parenteau	U	Aries	U	Ice Hockey	Canadian	U	U	U
elody-gamarra	U	Virgo	U	Model (Adult/Glamour)	Peruvian	U	Multiracial	33
toney-douglas	U	Pisces	U	Basketball	American	U	U	31
chyler-leigh	Straight	Aries	Christian	Actress	American	U	White	35
zeke-moreno	U	Libra	U	Football	American	U	U	U
metisha-schaefer	Straight	Pisces	U	Model (Adult/Glamour)	German	U	Multiracial	32
daisy-pettinger	U	U	U	Model (Adult/Glamour)	U	U	U	U
alfred-molina	Straight	Gemini	Roman Catholic	Actor	British	U	White	64
julie-cialini	Bisexual	Scorpio	U	Model (Adult/Glamour)	American	U	White	46
lili-bordan	Straight	Pisces	U	Actress	American	U	White	35
marisol-ayuso	U	Taurus	U	Actor	Spanish	U	U	U
damon-wayans-jr	Straight	Scorpio	U	Actor	American	U	Black	34
jason-walsh	U	U	U	U	U	U	U	U
diana-sowle	Straight	Gemini	U	Actress	American	U	White	87
nicholas-brendon	Straight	Aries	Buddhist	Actor	American	U	White	46
almila-ada	Straight	Leo	Muslim	Actress	Turkish	U	White	23
kiersten-warren	Straight	Scorpio	U	Actress	American	U	White	51
camilla-christensen	Straight	Virgo	U	Model	Danish	U	White	23
shelly-clark-white	Straight	U	U	Singer	American	U	Black	U
yelena-finogeyeva	Straight	Aries	Agnostic	Actress	Russian	U	White	59
camila-castares	Straight	U	Roman Catholic	Model	Argentinean	U	White	U
gareth-edwards-director	U	U	U	Film Director	British	U	U	U
neslilah-alkoclar	Straight	U	U	Socialite	Turkish	U	White	U
navin-chowdhry	U	Capricorn	U	Actor	British	U	Asian/Indian	46
mike-batayeh	U	U	U	Actor	American	U	Middle Eastern	U
alexander-correa	Straight	Cancer	U	Politician	Brazilian	U	White	54
sherri-martel	Straight	Aquarius	U	Wrestling	American	U	White	49
tom-delay	Straight	Aries	Baptist	Politician	American	U	White	70
celeste-holm	Straight	Taurus	Roman Catholic	Actress	American	U	White	95
denny-hocking	U	Aries	U	Baseball	American	U	U	U
jaydee-bixby	U	Leo	U	Country Musician	Canadian	U	White	27
zuhre-gokda	U	U	U	Actress	Turkish	U	White	U
ryan-dunn	Straight	Gemini	U	TV Personality	American	U	White	34
neve-campbell	Straight	Libra	Roman Catholic	Actress	Canadian	U	White	43
eric-lutes	Straight	Leo	U	Actor	American	U	White	55
raj-kumar-yadav	Straight	Virgo	U	Actor	Indian	U	Asian/Indian	33
faris-badwan	U	Virgo	U	Musician	British	U	Multiracial	31
gary-kolb	U	Pisces	U	Baseball	American	U	U	77
kathryn-crawford	Straight	Libra	U	Actress	American	U	White	72
mariza	Straight	Sagittarius	U	Musician	Portuguese	U	Multiracial	43
cherie-currie	DISPUTED	Sagittarius	U	Singer	American	U	White	57
brian-bannister	U	Pisces	U	Baseball	American	U	U	U
kate-blumberg	U	U	U	Actress	South African	U	White	U
nelson-figueroa	U	Taurus	U	Baseball	American	U	U	43
dominic-di-natale	U	U	U	TV News	British	U	White	U
james-nesbitt-actor	Straight	Capricorn	Christian	Actor	Irish	U	White	52
kay-sivilay	U	Taurus	U	Model (Adult/Glamour)	U	U	U	38
anastasia-hille	Straight	Sagittarius	U	Actress	British	U	White	51
brian-markinson	Straight	U	U	Actor	Canadian	U	White	U
alfie-scully	Straight	U	U	U	British	U	U	U
damon-harrison	U	Sagittarius	U	Football (American)	U	U	U	U
ivana-shein	U	U	U	Actress	U	U	U	U
gregory-allen	U	U	U	U	U	U	U	U
kelly-carlson	Straight	Aquarius	U	Actress	American	U	White	41
nora-salinas	Straight	Gemini	U	Actress	Mexican	U	White	41
princess-beatrice	Straight	Leo	U	Royalty	British	U	White	29
guadalupe-gonzalez-talavera	U	Pisces	U	Model	Paraguayan	U	Multiracial	26
martha-eggerth	U	Aries	U	Actress	Hungarian	U	U	101
tige-andrews	Straight	Pisces	U	Actor	American	U	White	86
pat-green	Straight	Aries	U	Country Musician	American	U	White	45
anson-williams	Straight	Libra	U	Director	American	U	White	68
damian-swann	Straight	Sagittarius	U	Football (American)	American	U	Black	24
florence-reed	Bisexual	Capricorn	U	Actress	American	U	White	84
angel-nesbitt	U	Sagittarius	U	Baseball	U	U	U	U
lew-burdette	U	Scorpio	U	Baseball	American	U	U	U
melissa-ponzio	U	Leo	U	Actress	American	U	Multiracial	45
akeem-ayers	Straight	Cancer	U	Football (American)	American	U	Black	U
kelli-barrett	U	Aquarius	U	Actress	American	U	White	U
c-c-deville	Straight	Taurus	U	Guitarist	American	U	White	55
robert-cummings	U	Gemini	U	Actor	American	U	White	82
georgia-jones	Bisexual	Aries	U	Model (Adult/Glamour)	American	U	White	29
rudy-gay	Straight	Leo	U	Basketball	American	U	Black	31
yanina-vitorgan	U	U	U	Model	Argentinean	U	White	U
ken-griffey-jr	U	Scorpio	U	Baseball	American	U	Black	47
ted-kwalick	U	Aries	U	Football (American)	American	U	U	U
russell-todd	U	Pisces	U	Actor	American	U	White	59
arcadia-lake	Straight	Virgo	U	Pornstar	American	U	Multiracial	33
len-barrie	U	Gemini	U	Ice Hockey	Canadian	U	U	48
helena-zetova	U	Scorpio	U	Singer	Czech	U	White	36
luke-grimes	Straight	Aquarius	Christian	Actor	American	U	White	33
gene-freese	U	Capricorn	U	Baseball	American	U	U	79
florence-desmond	Straight	Gemini	U	Actress	British	U	White	87
dimitra-matsouka	U	Capricorn	U	Actress	Greek	U	White	43
gennadi-yukhtin	U	Aries	U	Actor	Russian	U	White	U
ilona-mccrea	U	Scorpio	Jewish	Actress	Israeli	U	White	24
ann-magnuson	Straight	Capricorn	U	Actress	American	U	White	61
jackie-lyons	U	U	U	U	U	U	U	U
kyle-sandilands	Straight	Gemini	U	TV Personality	Australian	U	White	46
william-hung	U	Capricorn	U	Personality	American	U	Asian	34
iris-berben	U	Leo	U	Actress	German	U	White	67
booker-moore	U	Cancer	U	Football (American)	American	U	U	U
daz-dillinger	U	Gemini	U	U	American	U	U	44
francis-ng	Straight	Sagittarius	U	Actor	Chinese	U	Asian	55
jean-stapleton	Straight	Capricorn	Christian	Actress	American	U	White	90
joy-corrigan	Straight	Capricorn	U	Model (Adult/Glamour)	American	U	White	29
lizzy-barter	Straight	U	U	Model	Australian	U	White	U
caite-upton	U	Aries	Baptist	Model	American	U	White	28
irina-pantaeva	Straight	Libra	U	Model	Russian	U	Asian	49
tarik-pabuccuoglu	U	Capricorn	U	U	U	U	U	68
michael-brown	U	U	U	Editor	U	U	U	U
brian-henson	Straight	Sagittarius	U	Actor	American	U	White	54
liam-cunningham	Straight	Gemini	Roman Catholic	Actor	Irish	U	White	56
agot-isidro	Straight	Cancer	Roman Catholic	Actress	Filipino	U	Multiracial	51
regina-carrol	Straight	Gemini	U	Actress	American	U	White	49
renata-spackova	U	Pisces	U	TV Personality	Slovakian	U	White	U
barton-maclane	Straight	Capricorn	U	Actor	American	U	White	66
jarvis-varnado	U	Pisces	U	Basketball	U	U	U	29
geoffrey-horne	Straight	Leo	U	Actor	American	U	White	84
rusty-gaston	U	Capricorn	U	U	U	U	U	U
brahim-zaibat	Straight	U	Muslim	Dancer	U	U	Black	U
de-angelo-wilson	U	Aries	U	Actor	American	U	Black	29
eugene-simon	U	Gemini	U	Actor	British	U	White	25
rochelle-aycoth	U	U	U	Actress	American	U	White	U
edwina-booth	Straight	Virgo	Mormon	Actress	American	U	White	81
marko-jaric	Straight	Libra	Eastern Orthodox	Basketball	Serbian	U	White	38
karina-bell	U	Libra	U	Actress	Danish	U	White	80
kiara-kabukuru	Straight	Leo	U	Model	Ugandan	U	Black	42
rachel-marie-lewis	U	U	U	Actress	U	U	White	U
bridget-satterlee	U	Sagittarius	U	Model	American	U	White	U
sean-young	Straight	Scorpio	U	Actress	American	U	White	57
svetlana-penkina	Straight	Gemini	Agnostic	Actress	Russian	U	White	66
carina-zampini	U	Virgo	U	Actress	Argentinean	U	White	42
marty-barrett	U	Cancer	U	Baseball	American	U	U	59
gunes-emir	U	Taurus	U	Actress	Turkish	U	U	32
june-duprez	U	Taurus	U	Actress	British	U	U	66
mir-hossein-mousavi	U	Libra	Muslim	Head of State	Iranian	U	Middle Eastern	75
belinda-balaski	Straight	Sagittarius	U	Actress	American	U	White	69
ahmad-black	U	Sagittarius	U	U	U	U	U	27
mikki-padilla	Straight	Gemini	U	Model	American	U	White	43
anissa-jones	Straight	Pisces	U	Actress	American	U	White	18
sherman-lewis	U	Cancer	U	Football (American)	American	U	U	U
tiana-benjamin	Straight	Libra	U	Actress	English	U	Multiracial	32
dmitry-afanasenkov	Straight	Taurus	U	Ice Hockey	Russian	U	White	U
aashka-goradia	Straight	Sagittarius	Hindu	Actress	Indian	U	Asian/Indian	31
zayre	U	U	U	Other	American	U	U	U
leonid-bronevoy	U	Sagittarius	U	Actor	Russian	U	White	88
patrick-harbron-3349975	U	U	U	U	U	U	U	U
delphine-wespiser	U	Capricorn	U	Model	French	U	White	25
mary-carillo	DISPUTED	Pisces	U	TV Personality	American	U	White	60
bobby-wheezer-hutchins	Straight	Aries	U	Actor	American	U	White	20
edymar-martinez	Straight	Cancer	U	Model	Venezuelan	U	White	U
erik-stolhanske	U	Leo	U	Actor	American	U	U	49
ana-gequelin	Straight	Aries	Roman Catholic	Model	Brazilian	U	White	34
anne-revere	Straight	Cancer	U	Actress	American	U	White	87
hank-bauer	U	U	U	Art Department	U	U	U	U
bonnie-bartlett	Straight	Gemini	U	Actress	American	U	White	88
madchen-amick	Straight	Sagittarius	U	Actress	American	U	White	46
valeriya	U	Aries	Eastern Orthodox	Singer	Russian	U	White	49
derek-landri	U	Virgo	U	Football (American)	American	U	U	U
leo-durocher	Straight	Leo	U	Baseball	American	U	White	86
erin-ingelido	Straight	U	U	U	U	U	U	U
terrence-howard	Straight	Pisces	Jahovah's Witness	Actor	American	U	Multiracial	48
sage-the-gemini	Straight	Gemini	U	Rapper	American	U	Black	25
sergio-garcia	Straight	Capricorn	U	Golf	Spanish	U	White	37
terri-ivens	Straight	Cancer	U	Actress	American	U	Multiracial	50
barbara-evans	Straight	Gemini	U	Model	Brazilian	U	White	26
angela-browne	U	Gemini	U	Actress	British	U	White	63
kim-alexis	Straight	Cancer	U	Model	American	U	White	57
mathieu-dandenault	Straight	Aquarius	U	Ice Hockey	Canadian	U	White	U
edgar-buchanan	U	Pisces	U	Actor	American	U	White	76
brian-tallet	U	Virgo	U	Baseball	American	U	U	40
marshall-yanda	U	Virgo	U	Football (American)	American	U	U	U
stephanie-geldhof	Straight	Taurus	U	Model	Belgian	U	White	U
dawn-brancheau	U	Aries	U	Activist	American	U	White	40
baby-dash	U	Leo	U	Model	Russian	U	U	U
troy-drayton	U	Cancer	U	Football (American)	American	U	U	U
janko-popovic-volaric	Straight	Pisces	U	Actor	Croatian	U	White	U
jeff-pendergraph	U	Taurus	U	Basketball	American	U	U	U
ramon-sessions	U	Aries	U	Basketball	American	U	U	31
orfeas-avgoustidis	U	Gemini	Greek Orthodox	Actor	Greek	U	White	32
aaron-ledesma	U	Gemini	U	Baseball	American	U	U	46
razor-candi	Bisexual	Aries	U	Model (Adult/Glamour)	American	U	White	34
chelse-medley	U	Libra	U	Other	American	U	U	27
mark-duper	U	Aquarius	U	Football (American)	American	U	U	U
rossana-najera	Straight	Leo	U	Actress	Mexican	U	Multiracial	37
gary-spani	U	Capricorn	U	Football (American)	American	U	U	61
david-spielberg	U	Pisces	U	Actor	American	U	White	78
louis-meintjes	U	Pisces	U	U	U	U	U	U
milly-carlucci	U	Libra	U	TV Personality	Italian	U	White	62
chuck-negron	Straight	Gemini	U	Singer	American	U	White	75
katarzyna-koleczek	U	Sagittarius	U	U	U	U	U	U
hong-ki-lee	Straight	Pisces	U	Singer	South Korean	U	Asian	27
h-r-haldeman	U	Scorpio	Christian Science	Business	American	U	White	67
amanda-peet	Straight	Capricorn	Jewish	Actress	American	U	White	45
larry-storch	Straight	Capricorn	U	Actor	American	U	White	94
paul-oakenfold	U	Virgo	U	U	British	U	U	54
dave-magadan	U	Libra	U	Baseball	American	U	U	54
guy-grosso	Straight	Leo	U	Actor	French	U	White	67
danyelle-wolf	U	U	U	Boxing	American	U	White	U
jerris-mcphail	U	Cancer	U	Football (American)	American	U	U	U
david-proval	Straight	Taurus	Jewish	Actor	American	U	White	75
jeremy-corbyn	Straight	Gemini	U	Politician	British	U	White	U
niclas-wallin	U	Pisces	U	Ice Hockey	Swedish	U	U	U
dani-behr	Straight	Cancer	Jewish	TV Personality	English	U	White	46
fernanda-caixeta	U	U	U	Model	Brazilian	U	Multiracial	U
kate-fischer	Straight	Sagittarius	Jewish	Actress	Australian	U	White	43
tommy-helms	Straight	Taurus	U	Baseball	American	U	White	76
richard-bush	U	U	U	U	U	U	U	U
angela-saunders	U	Taurus	U	Model	British	U	White	40
ruby-keeler	Straight	Virgo	Roman Catholic	Actress	American	U	White	83
romina-ricci	Straight	Libra	U	Actress	Argentinean	U	U	38
veronica-zoppolo	Straight	Cancer	Roman Catholic	Model	Uruguayan	U	White	25
jerzy-stuhr	Straight	Aries	Polish Catholic	Actor	Polish	U	White	70
chloe-maxwell	Straight	Cancer	U	Model	Australian	U	White	41
jade-fairbrother-model	U	Libra	U	Model	South African	U	U	30
